Time (ms),ax_m_s2,ay_m_s2,az_m_s2,gx_rad_s,gy_rad_s,gz_rad_s,Voltage (V),Current (A),Pressure (Pa),Temperature (C),Altitude (m),FlightPhase
38590,0.14,0.29,9.99,-0.007,-0.003,0.026,12.454,28.00,100285.3,27.44,86.6,DISTANCE
38600,0.06,-0.05,9.88,-0.003,0.007,0.019,12.454,28.00,100285.2,27.44,86.7,DISTANCE
38610,-0.24,0.06,9.85,-0.017,0.022,0.027,12.454,28.00,100285.0,27.44,86.7,DISTANCE
38620,-0.12,0.14,9.90,-0.001,-0.008,0.024,12.454,28.00,100284.9,27.44,86.7,DISTANCE
38630,0.26,-0.29,9.79,-0.018,0.005,0.014,12.454,28.00,100284.7,27.44,86.7,DISTANCE
38640,-0.22,-0.23,9.99,-0.015,-0.022,0.017,12.454,28.00,100284.6,27.44,86.7,DISTANCE
38650,-0.03,-0.08,9.94,-0.007,-0.002,0.026,12.454,28.00,100284.4,27.44,86.7,DISTANCE
38660,-0.03,0.08,9.84,-0.012,0.008,0.014,12.454,28.00,100284.3,27.44,86.7,DISTANCE
38670,0.08,0.08,9.84,-0.014,-0.001,0.019,12.454,28.00,100284.1,27.44,86.7,DISTANCE
38680,0.20,0.15,9.91,0.017,-0.020,0.022,12.454,28.00,100284.0,27.44,86.8,DISTANCE
38690,-0.08,0.22,9.87,0.020,0.019,0.014,12.454,28.00,100283.8,27.44,86.8,DISTANCE
38700,0.27,0.01,9.93,-0.000,-0.008,0.023,12.454,28.00,100283.7,27.44,86.8,DISTANCE
38710,-0.25,-0.09,9.99,-0.003,0.008,0.025,12.454,28.00,100283.5,27.44,86.8,DISTANCE
38720,0.28,-0.30,9.90,0.008,0.025,0.024,12.454,28.00,100283.4,27.44,86.8,DISTANCE
38730,-0.04,-0.30,9.97,-0.011,0.019,0.023,12.454,28.00,100283.2,27.44,86.8,DISTANCE
38740,0.14,-0.08,9.89,-0.007,0.016,0.014,12.454,28.00,100283.1,27.44,86.8,DISTANCE
38750,-0.22,-0.28,9.96,0.011,0.017,0.025,12.454,28.00,100282.9,27.44,86.8,DISTANCE
38760,-0.11,-0.15,9.90,0.016,-0.021,0.025,12.454,28.00,100282.8,27.44,86.9,DISTANCE
38770,0.27,-0.25,9.96,-0.014,0.016,0.013,12.454,28.00,100282.6,27.44,86.9,DISTANCE
38780,-0.07,0.16,9.76,-0.007,-0.006,0.018,12.454,28.00,100282.5,27.44,86.9,DISTANCE
38790,-0.03,0.05,9.86,0.007,0.015,0.023,12.454,28.00,100282.3,27.44,86.9,DISTANCE
38800,0.00,-0.21,9.87,-0.017,0.015,0.012,12.454,28.00,100282.2,27.44,86.9,DISTANCE
38810,0.12,-0.14,9.88,-0.014,-0.023,0.026,12.454,28.00,100282.0,27.44,86.9,DISTANCE
38820,0.27,-0.14,9.73,-0.019,-0.021,0.014,12.454,28.00,100281.9,27.43,86.9,DISTANCE
38830,-0.22,-0.28,9.95,-0.015,-0.001,0.026,12.454,28.00,100281.7,27.43,86.9,DISTANCE
38840,-0.13,-0.10,9.84,0.003,-0.023,0.017,12.454,28.00,100281.6,27.43,87.0,DISTANCE
38850,0.25,0.24,9.82,-0.003,-0.017,0.013,12.454,28.00,100281.4,27.43,87.0,DISTANCE
38860,-0.25,0.01,9.84,0.011,0.001,0.020,12.454,28.00,100281.3,27.43,87.0,DISTANCE
38870,0.26,-0.10,9.93,-0.011,0.024,0.013,12.454,28.00,100281.1,27.43,87.0,DISTANCE
38880,0.11,0.27,9.88,-0.010,-0.018,0.017,12.454,28.00,100281.0,27.43,87.0,DISTANCE
38890,0.23,0.18,9.84,0.005,0.025,0.027,12.454,28.00,100280.8,27.43,87.0,DISTANCE
38900,0.22,0.10,9.78,-0.011,-0.025,0.027,12.454,28.00,100280.7,27.43,87.0,DISTANCE
38910,-0.29,0.01,9.85,0.008,0.007,0.024,12.454,28.00,100280.5,27.43,87.0,DISTANCE
38920,-0.05,-0.10,9.75,0.009,0.023,0.025,12.454,28.00,100280.4,27.43,87.1,DISTANCE
38930,-0.22,-0.08,9.72,0.021,0.023,0.012,12.454,28.00,100280.2,27.43,87.1,DISTANCE
38940,-0.25,0.14,9.99,-0.001,-0.006,0.023,12.454,28.00,100280.1,27.43,87.1,DISTANCE
38950,-0.22,-0.18,9.99,0.017,0.013,0.014,12.454,28.00,100280.0,27.43,87.1,DISTANCE
38960,-0.24,0.07,9.80,-0.024,-0.008,0.028,12.454,28.00,100279.8,27.43,87.1,DISTANCE
38970,0.19,0.26,9.79,-0.023,0.022,0.022,12.454,28.00,100279.7,27.43,87.1,DISTANCE
38980,-0.29,0.02,9.79,-0.013,0.020,0.024,12.454,28.00,100279.5,27.43,87.1,DISTANCE
38990,0.10,0.00,9.84,-0.023,-0.008,0.018,12.454,28.00,100279.4,27.43,87.1,DISTANCE
39000,0.03,-0.14,9.99,-0.012,0.006,0.022,12.454,28.00,100279.2,27.43,87.1,DISTANCE
39010,-0.10,0.12,10.01,0.014,-0.013,0.014,12.454,28.00,100279.1,27.43,87.2,DISTANCE
39020,0.07,-0.02,9.97,-0.007,-0.010,0.020,12.454,28.00,100278.9,27.43,87.2,DISTANCE
39030,0.21,0.26,9.89,-0.013,-0.008,0.012,12.454,28.00,100278.8,27.43,87.2,DISTANCE
39040,0.01,0.07,9.99,-0.025,0.000,0.019,12.454,28.00,100278.6,27.43,87.2,DISTANCE
39050,0.08,-0.15,9.93,0.001,-0.008,0.024,12.454,28.00,100278.5,27.43,87.2,DISTANCE
39060,-0.08,-0.05,9.91,0.018,-0.018,0.030,12.454,28.00,100278.4,27.43,87.2,DISTANCE
39070,-0.13,-0.14,9.79,-0.022,0.010,0.028,12.454,28.00,100278.2,27.43,87.2,DISTANCE
39080,-0.04,-0.07,9.81,0.004,-0.023,0.025,12.454,28.00,100278.1,27.43,87.2,DISTANCE
39090,-0.25,-0.21,9.95,0.004,0.002,0.013,12.454,28.00,100277.9,27.43,87.3,DISTANCE
39100,0.21,-0.25,9.77,0.002,0.020,0.030,12.454,28.00,100277.8,27.43,87.3,DISTANCE
39110,0.07,-0.05,9.91,-0.022,-0.010,0.011,12.454,28.00,100277.6,27.43,87.3,DISTANCE
39120,0.02,-0.11,9.87,0.015,-0.022,0.026,12.454,28.00,100277.5,27.43,87.3,DISTANCE
39130,0.12,-0.15,9.96,0.018,0.018,0.014,12.454,28.00,100277.3,27.43,87.3,DISTANCE
39140,-0.01,-0.23,9.98,-0.017,-0.002,0.025,12.454,28.00,100277.2,27.43,87.3,DISTANCE
39150,0.17,-0.19,9.96,-0.015,0.019,0.024,12.454,28.00,100277.1,27.43,87.3,DISTANCE
39160,0.09,0.14,9.98,-0.018,0.010,0.024,12.454,28.00,100276.9,27.43,87.3,DISTANCE
39170,-0.30,0.29,9.92,-0.001,0.004,0.016,12.454,28.00,100276.8,27.43,87.4,DISTANCE
39180,0.13,-0.21,9.88,-0.021,0.008,0.010,12.454,28.00,100276.6,27.43,87.4,DISTANCE
39190,-0.15,0.09,9.92,-0.022,-0.003,0.020,12.454,28.00,100276.5,27.43,87.4,DISTANCE
39200,0.11,-0.30,9.82,0.005,0.020,0.011,12.454,28.00,100276.3,27.43,87.4,DISTANCE
39210,-0.09,0.00,9.91,0.017,0.018,0.017,12.454,28.00,100276.2,27.43,87.4,DISTANCE
39220,-0.18,-0.26,9.86,0.011,0.014,0.025,12.454,28.00,100276.1,27.43,87.4,DISTANCE
39230,0.02,0.13,9.91,0.002,0.020,0.013,12.454,28.00,100275.9,27.43,87.4,DISTANCE
39240,-0.21,-0.01,9.72,0.005,-0.016,0.013,12.454,28.00,100275.8,27.43,87.4,DISTANCE
39250,-0.11,0.10,9.82,-0.019,0.016,0.012,12.454,28.00,100275.6,27.43,87.4,DISTANCE
39260,0.21,0.16,9.79,-0.001,-0.006,0.014,12.454,28.00,100275.5,27.43,87.5,DISTANCE
39270,-0.25,-0.25,9.75,-0.007,0.019,0.011,12.454,28.00,100275.4,27.43,87.5,DISTANCE
39280,-0.01,0.18,9.99,0.016,-0.022,0.022,12.454,28.00,100275.2,27.43,87.5,DISTANCE
39290,-0.19,0.20,9.95,0.012,-0.000,0.018,12.454,28.00,100275.1,27.43,87.5,DISTANCE
39300,-0.15,0.20,10.00,0.016,0.016,0.025,12.454,28.00,100274.9,27.43,87.5,DISTANCE
39310,0.21,0.20,9.77,-0.014,0.001,0.030,12.454,28.00,100274.8,27.43,87.5,DISTANCE
39320,0.01,0.04,9.81,0.000,0.001,0.030,12.454,28.00,100274.7,27.43,87.5,DISTANCE
39330,0.17,-0.17,9.81,-0.003,0.016,0.018,12.454,28.00,100274.5,27.43,87.5,DISTANCE
39340,0.16,0.15,9.82,0.006,0.013,0.018,12.454,28.00,100274.4,27.43,87.6,DISTANCE
39350,-0.04,-0.18,9.93,0.007,-0.008,0.026,12.454,28.00,100274.2,27.43,87.6,DISTANCE
39360,-0.20,-0.16,9.87,-0.008,-0.024,0.020,12.454,28.00,100274.1,27.43,87.6,DISTANCE
39370,0.18,-0.23,9.99,-0.020,-0.014,0.028,12.454,28.00,100274.0,27.43,87.6,DISTANCE
39380,0.26,-0.16,9.97,-0.017,0.024,0.019,12.454,28.00,100273.8,27.43,87.6,DISTANCE
39390,-0.01,-0.30,9.88,0.004,0.004,0.026,12.454,28.00,100273.7,27.43,87.6,DISTANCE
39400,0.18,-0.00,9.78,0.024,0.011,0.024,12.454,28.00,100273.5,27.43,87.6,DISTANCE
39410,0.12,0.08,9.85,-0.008,-0.010,0.023,12.454,28.00,100273.4,27.43,87.6,DISTANCE
39420,0.10,-0.06,9.81,-0.001,0.006,0.012,12.454,28.00,100273.3,27.43,87.6,DISTANCE
39430,0.22,0.17,9.96,-0.025,-0.016,0.013,12.454,28.00,100273.1,27.43,87.7,DISTANCE
39440,-0.04,0.13,9.73,-0.017,-0.002,0.012,12.454,28.00,100273.0,27.43,87.7,DISTANCE
39450,-0.17,-0.14,10.01,0.002,-0.018,0.013,12.454,28.00,100272.8,27.43,87.7,DISTANCE
39460,0.09,-0.21,9.86,0.014,-0.014,0.029,12.454,28.00,100272.7,27.43,87.7,DISTANCE
39470,-0.22,-0.09,9.79,0.016,-0.007,0.027,12.454,28.00,100272.6,27.43,87.7,DISTANCE
39480,-0.03,0.22,9.82,0.015,-0.020,0.015,12.454,28.00,100272.4,27.43,87.7,DISTANCE
39490,0.28,0.05,9.78,0.024,0.017,0.030,12.454,28.00,100272.3,27.43,87.7,DISTANCE
39500,-0.18,0.25,9.97,0.024,-0.019,0.020,12.454,28.00,100272.2,27.43,87.7,DISTANCE
39510,-0.05,-0.25,9.88,-0.001,0.006,0.010,12.453,28.00,100272.0,27.43,87.7,DISTANCE
39520,0.09,0.20,9.85,0.013,-0.008,0.017,12.453,28.00,100271.9,27.43,87.8,DISTANCE
39530,0.20,0.12,9.77,-0.018,-0.006,0.010,12.453,28.00,100271.7,27.43,87.8,DISTANCE
39540,0.19,0.27,9.88,-0.016,-0.015,0.019,12.453,28.00,100271.6,27.43,87.8,DISTANCE
39550,-0.14,0.07,10.00,0.019,0.008,0.029,12.453,28.00,100271.5,27.43,87.8,DISTANCE
39560,0.16,-0.15,9.77,-0.021,0.003,0.014,12.453,28.00,100271.3,27.43,87.8,DISTANCE
39570,-0.05,-0.04,9.96,-0.011,0.023,0.020,12.453,28.00,100271.2,27.43,87.8,DISTANCE
39580,-0.08,0.01,9.75,0.012,0.019,0.012,12.453,28.00,100271.1,27.43,87.8,DISTANCE
39590,-0.04,-0.16,9.96,0.017,-0.004,0.013,12.453,28.00,100270.9,27.43,87.8,DISTANCE
39600,-0.09,0.04,9.98,-0.005,-0.008,0.018,12.453,28.00,100270.8,27.43,87.8,DISTANCE
39610,-0.24,0.09,9.88,0.004,-0.017,0.014,12.453,28.00,100270.7,27.43,87.9,DISTANCE
39620,0.15,0.14,9.95,0.012,-0.015,0.023,12.453,28.00,100270.5,27.43,87.9,DISTANCE
39630,0.30,0.23,9.82,0.018,-0.021,0.025,12.453,28.00,100270.4,27.43,87.9,DISTANCE
39640,0.18,-0.08,9.93,0.008,0.002,0.013,12.453,28.00,100270.3,27.43,87.9,DISTANCE
39650,0.29,0.01,10.01,0.004,-0.001,0.028,12.453,28.00,100270.1,27.43,87.9,DISTANCE
39660,-0.10,-0.23,9.84,-0.018,0.004,0.017,12.453,28.00,100270.0,27.43,87.9,DISTANCE
39670,-0.11,0.06,9.97,-0.015,-0.016,0.029,12.453,28.00,100269.9,27.43,87.9,DISTANCE
39680,0.24,0.02,9.95,0.002,0.003,0.016,12.453,28.00,100269.7,27.43,87.9,DISTANCE
39690,-0.12,-0.25,9.76,-0.013,0.004,0.021,12.453,28.00,100269.6,27.43,88.0,DISTANCE
39700,-0.21,0.28,9.76,0.024,0.007,0.027,12.453,28.00,100269.5,27.43,88.0,DISTANCE
39710,0.05,-0.03,9.97,-0.015,0.013,0.026,12.453,28.00,100269.3,27.43,88.0,DISTANCE
39720,0.29,-0.02,9.87,0.013,-0.002,0.015,12.453,28.00,100269.2,27.43,88.0,DISTANCE
39730,0.25,0.29,10.00,0.019,-0.005,0.014,12.453,28.00,100269.1,27.43,88.0,DISTANCE
39740,0.14,-0.07,9.84,-0.013,-0.018,0.021,12.453,28.00,100268.9,27.43,88.0,DISTANCE
39750,0.23,-0.06,9.94,0.016,-0.007,0.024,12.453,28.00,100268.8,27.43,88.0,DISTANCE
39760,-0.29,0.07,9.72,0.025,0.007,0.017,12.453,28.00,100268.7,27.43,88.0,DISTANCE
39770,0.08,-0.20,10.01,-0.016,-0.005,0.014,12.453,28.00,100268.5,27.43,88.0,DISTANCE
39780,0.20,0.20,9.97,-0.015,0.007,0.021,12.453,28.00,100268.4,27.43,88.0,DISTANCE
39790,0.08,-0.04,9.94,-0.011,0.016,0.027,12.453,28.00,100268.3,27.43,88.1,DISTANCE
39800,-0.14,-0.06,9.80,0.023,-0.020,0.030,12.453,28.00,100268.1,27.43,88.1,DISTANCE
39810,-0.14,-0.09,9.74,-0.003,-0.000,0.022,12.453,28.00,100268.0,27.43,88.1,DISTANCE
39820,0.06,-0.09,9.77,0.016,0.002,0.014,12.453,28.00,100267.9,27.43,88.1,DISTANCE
39830,-0.28,-0.22,9.99,0.010,-0.018,0.015,12.453,28.00,100267.7,27.43,88.1,DISTANCE
39840,-0.05,0.14,9.82,0.006,0.017,0.013,12.453,28.00,100267.6,27.43,88.1,DISTANCE
39850,-0.10,0.20,9.97,-0.010,0.019,0.026,12.453,28.00,100267.5,27.43,88.1,DISTANCE
39860,0.09,-0.28,9.82,0.008,0.000,0.024,12.453,28.00,100267.4,27.43,88.1,DISTANCE
39870,0.18,-0.19,9.95,-0.018,0.024,0.016,12.453,28.00,100267.2,27.43,88.1,DISTANCE
39880,0.12,-0.20,9.74,0.023,0.024,0.027,12.453,28.00,100267.1,27.43,88.2,DISTANCE
39890,0.21,-0.08,9.85,-0.018,0.014,0.023,12.453,28.00,100267.0,27.43,88.2,DISTANCE
39900,-0.23,-0.15,9.98,-0.019,0.015,0.014,12.453,28.00,100266.8,27.43,88.2,DISTANCE
39910,0.24,0.08,9.99,-0.002,-0.006,0.017,12.453,28.00,100266.7,27.43,88.2,DISTANCE
39920,-0.10,0.04,9.85,-0.024,-0.007,0.028,12.453,28.00,100266.6,27.43,88.2,DISTANCE
39930,-0.27,-0.09,9.77,0.001,0.017,0.014,12.453,28.00,100266.5,27.43,88.2,DISTANCE
39940,0.04,0.11,9.99,0.006,0.013,0.013,12.453,28.00,100266.3,27.43,88.2,DISTANCE
39950,-0.08,0.05,9.90,0.002,0.019,0.011,12.453,28.00,100266.2,27.43,88.2,DISTANCE
39960,0.23,0.26,9.94,-0.001,0.007,0.025,12.453,28.00,100266.1,27.43,88.2,DISTANCE
39970,0.02,-0.11,9.79,-0.009,-0.004,0.025,12.453,28.00,100265.9,27.43,88.3,DISTANCE
39980,-0.22,-0.01,9.74,-0.023,-0.025,0.020,12.453,28.00,100265.8,27.43,88.3,DISTANCE
39990,0.16,0.13,9.94,-0.021,-0.008,0.023,12.453,28.00,100265.7,27.43,88.3,DISTANCE
40000,0.06,-0.24,9.87,-0.016,-0.017,0.029,12.453,28.00,100265.6,27.43,88.3,DISTANCE
40010,0.05,-0.24,9.97,0.005,0.022,0.020,12.453,28.00,100265.4,27.43,88.3,DISTANCE
40020,0.12,0.13,9.75,-0.014,-0.024,0.026,12.453,28.00,100265.3,27.43,88.3,DISTANCE
40030,0.03,0.07,9.86,-0.011,0.018,0.027,12.453,28.00,100265.2,27.43,88.3,DISTANCE
40040,-0.05,0.08,9.83,0.004,-0.003,0.025,12.453,28.00,100265.0,27.43,88.3,DISTANCE
40050,-0.22,0.14,9.85,0.001,0.006,0.024,12.453,28.00,100264.9,27.43,88.3,DISTANCE
40060,0.03,-0.29,9.92,0.003,0.005,0.011,12.453,28.00,100264.8,27.43,88.4,DISTANCE
40070,0.00,0.29,9.72,-0.011,-0.017,0.025,12.453,28.00,100264.7,27.43,88.4,DISTANCE
40080,0.19,-0.10,9.84,-0.016,-0.013,0.023,12.453,28.00,100264.5,27.43,88.4,DISTANCE
40090,-0.08,0.12,9.90,-0.008,0.022,0.016,12.453,28.00,100264.4,27.43,88.4,DISTANCE
40100,0.15,-0.15,9.88,0.024,0.018,0.026,12.453,28.00,100264.3,27.43,88.4,DISTANCE
40110,-0.06,0.26,9.75,0.006,0.022,0.027,12.453,28.00,100264.2,27.43,88.4,DISTANCE
40120,-0.00,-0.10,9.97,0.021,-0.005,0.023,12.453,28.00,100264.0,27.43,88.4,DISTANCE
40130,0.19,-0.22,9.75,-0.011,-0.016,0.024,12.453,28.00,100263.9,27.43,88.4,DISTANCE
40140,-0.02,0.07,10.00,0.022,-0.019,0.025,12.453,28.00,100263.8,27.43,88.4,DISTANCE
40150,-0.19,-0.13,9.92,-0.023,0.004,0.018,12.453,28.00,100263.7,27.43,88.4,DISTANCE
40160,0.28,0.21,9.96,-0.008,0.024,0.019,12.453,28.00,100263.5,27.43,88.5,DISTANCE
40170,-0.07,0.08,9.93,-0.009,0.023,0.022,12.453,28.00,100263.4,27.42,88.5,DISTANCE
40180,0.26,0.17,9.72,0.018,-0.015,0.019,12.453,28.00,100263.3,27.42,88.5,DISTANCE
40190,0.18,0.02,9.73,-0.011,-0.002,0.015,12.453,28.00,100263.2,27.42,88.5,DISTANCE
40200,-0.25,0.15,9.94,-0.024,-0.018,0.012,12.453,28.00,100263.1,27.42,88.5,DISTANCE
40210,0.20,-0.03,9.86,-0.003,-0.003,0.020,12.453,28.00,100262.9,27.42,88.5,DISTANCE
40220,0.05,0.17,9.91,0.002,0.022,0.016,12.453,28.00,100262.8,27.42,88.5,DISTANCE
40230,-0.14,-0.05,9.74,0.022,-0.013,0.017,12.453,28.00,100262.7,27.42,88.5,DISTANCE
40240,0.17,0.08,9.77,-0.018,0.025,0.012,12.453,28.00,100262.6,27.42,88.5,DISTANCE
40250,0.14,-0.23,10.00,0.018,0.021,0.027,12.453,28.00,100262.4,27.42,88.5,DISTANCE
40260,-0.03,-0.02,9.95,-0.011,-0.004,0.030,12.453,28.00,100262.3,27.42,88.6,DISTANCE
40270,0.26,0.17,9.82,-0.009,-0.014,0.021,12.453,28.00,100262.2,27.42,88.6,DISTANCE
40280,-0.10,-0.09,9.73,-0.012,-0.011,0.014,12.453,28.00,100262.1,27.42,88.6,DISTANCE
40290,-0.23,-0.16,9.80,-0.015,-0.008,0.017,12.453,28.00,100262.0,27.42,88.6,DISTANCE
40300,-0.01,-0.22,9.78,-0.008,-0.007,0.028,12.453,28.00,100261.8,27.42,88.6,DISTANCE
40310,0.16,0.01,9.73,-0.023,-0.007,0.016,12.453,28.00,100261.7,27.42,88.6,DISTANCE
40320,0.18,0.15,9.87,0.014,0.011,0.025,12.453,28.00,100261.6,27.42,88.6,DISTANCE
40330,0.23,0.27,9.72,0.019,-0.007,0.024,12.453,28.00,100261.5,27.42,88.6,DISTANCE
40340,-0.19,-0.15,9.83,0.006,-0.004,0.015,12.453,28.00,100261.3,27.42,88.6,DISTANCE
40350,-0.02,0.25,9.95,0.002,-0.016,0.017,12.453,28.00,100261.2,27.42,88.6,DISTANCE
40360,0.05,-0.01,9.87,-0.018,0.017,0.029,12.453,28.00,100261.1,27.42,88.7,DISTANCE
40370,-0.22,-0.19,9.90,0.016,-0.011,0.023,12.453,28.00,100261.0,27.42,88.7,DISTANCE
40380,0.15,0.25,9.80,0.013,0.002,0.025,12.453,28.00,100260.9,27.42,88.7,DISTANCE
40390,0.24,0.00,9.84,-0.005,0.015,0.021,12.453,28.00,100260.8,27.42,88.7,DISTANCE
40400,0.26,0.19,9.73,-0.018,0.017,0.023,12.453,28.00,100260.6,27.42,88.7,DISTANCE
40410,-0.20,0.01,9.72,-0.018,-0.007,0.015,12.453,28.00,100260.5,27.42,88.7,DISTANCE
40420,-0.06,0.02,9.88,0.003,0.018,0.031,12.453,28.00,100260.4,27.42,88.7,DISTANCE
40430,0.10,0.12,9.71,0.006,-0.018,0.024,12.453,28.00,100260.3,27.42,88.7,DISTANCE
40440,0.22,-0.22,9.81,-0.018,-0.012,0.019,12.453,28.00,100260.2,27.42,88.7,DISTANCE
40450,0.29,0.21,9.75,0.014,0.024,0.011,12.453,28.00,100260.0,27.42,88.7,DISTANCE
40460,-0.23,-0.04,9.99,0.005,-0.021,0.017,12.453,28.00,100259.9,27.42,88.8,DISTANCE
40470,0.10,0.16,9.81,-0.012,-0.023,0.015,12.453,28.00,100259.8,27.42,88.8,DISTANCE
40480,0.18,0.13,9.90,-0.014,0.015,0.018,12.453,28.00,100259.7,27.42,88.8,DISTANCE
40490,0.18,-0.05,9.75,-0.006,-0.018,0.017,12.453,28.00,100259.6,27.42,88.8,DISTANCE
40500,-0.09,0.06,10.00,0.014,0.019,0.013,12.452,28.00,100259.5,27.42,88.8,DISTANCE
40510,0.15,-0.26,9.78,0.013,-0.010,0.013,12.452,28.00,100259.3,27.42,88.8,DISTANCE
40520,0.17,0.02,9.94,0.019,-0.013,0.022,12.452,28.00,100259.2,27.42,88.8,DISTANCE
40530,-0.17,0.08,9.79,0.021,-0.017,0.022,12.452,28.00,100259.1,27.42,88.8,DISTANCE
40540,0.13,0.14,9.86,-0.022,0.016,0.028,12.452,28.00,100259.0,27.42,88.8,DISTANCE
40550,-0.06,-0.16,9.95,0.021,0.006,0.012,12.452,28.00,100258.9,27.42,88.8,DISTANCE
40560,-0.11,-0.14,9.83,-0.012,0.016,0.019,12.452,28.00,100258.8,27.42,88.9,DISTANCE
40570,0.27,0.10,10.00,-0.010,-0.012,0.020,12.452,28.00,100258.6,27.42,88.9,DISTANCE
40580,0.17,-0.05,9.94,0.002,-0.015,0.014,12.452,28.00,100258.5,27.42,88.9,DISTANCE
40590,0.08,0.28,9.74,-0.021,0.021,0.014,12.452,28.00,100258.4,27.42,88.9,DISTANCE
40600,0.05,-0.07,9.77,-0.002,-0.023,0.023,12.452,28.00,100258.3,27.42,88.9,DISTANCE
40610,0.20,-0.11,9.94,0.025,-0.002,0.017,12.452,28.00,100258.2,27.42,88.9,DISTANCE
40620,-0.00,-0.04,9.78,-0.003,0.014,0.023,12.452,28.00,100258.1,27.42,88.9,DISTANCE
40630,-0.13,0.08,9.82,0.005,0.011,0.017,12.452,28.00,100258.0,27.42,88.9,DISTANCE
40640,-0.10,-0.07,9.75,0.021,-0.020,0.022,12.452,28.00,100257.8,27.42,88.9,DISTANCE
40650,-0.21,0.13,9.92,0.025,0.007,0.014,12.452,28.00,100257.7,27.42,88.9,DISTANCE
40660,0.01,0.12,9.91,-0.020,0.010,0.024,12.452,28.00,100257.6,27.42,88.9,DISTANCE
40670,-0.30,0.08,9.81,0.021,0.018,0.022,12.452,28.00,100257.5,27.42,89.0,DISTANCE
40680,-0.21,-0.04,9.83,0.022,0.003,0.019,12.452,28.00,100257.4,27.42,89.0,DISTANCE
40690,0.06,-0.24,9.92,0.024,0.018,0.022,12.452,28.00,100257.3,27.42,89.0,DISTANCE
40700,-0.08,0.10,10.00,-0.007,0.024,0.025,12.452,28.00,100257.2,27.42,89.0,DISTANCE
40710,0.19,-0.28,9.77,0.012,-0.012,0.013,12.452,28.00,100257.0,27.42,89.0,DISTANCE
40720,-0.04,0.12,9.95,0.008,0.001,0.026,12.452,28.00,100256.9,27.42,89.0,DISTANCE
40730,-0.26,0.18,9.74,-0.017,0.020,0.029,12.452,28.00,100256.8,27.42,89.0,DISTANCE
40740,-0.18,0.07,9.87,-0.022,-0.024,0.013,12.452,28.00,100256.7,27.42,89.0,DISTANCE
40750,-0.19,0.13,9.89,0.022,0.009,0.014,12.452,28.00,100256.6,27.42,89.0,DISTANCE
40760,0.18,0.13,9.89,-0.008,0.009,0.014,12.452,28.00,100256.5,27.42,89.0,DISTANCE
40770,-0.00,0.04,9.78,0.006,-0.004,0.015,12.452,28.00,100256.4,27.42,89.1,DISTANCE
40780,-0.06,-0.20,9.80,0.007,-0.004,0.013,12.452,28.00,100256.3,27.42,89.1,DISTANCE
40790,-0.18,-0.08,9.93,0.005,-0.020,0.028,12.452,28.00,100256.2,27.42,89.1,DISTANCE
40800,-0.22,-0.10,9.93,0.012,0.019,0.016,12.452,28.00,100256.0,27.42,89.1,DISTANCE
40810,-0.14,-0.20,9.79,-0.015,-0.020,0.030,12.452,28.00,100255.9,27.42,89.1,DISTANCE
40820,0.22,-0.24,9.98,0.002,0.012,0.025,12.452,28.00,100255.8,27.42,89.1,DISTANCE
40830,-0.01,-0.17,9.76,0.022,0.002,0.022,12.452,28.00,100255.7,27.42,89.1,DISTANCE
40840,-0.25,-0.12,9.92,0.008,0.023,0.025,12.452,28.00,100255.6,27.42,89.1,DISTANCE
40850,0.16,0.08,9.95,-0.005,-0.021,0.024,12.452,28.00,100255.5,27.42,89.1,DISTANCE
40860,-0.05,-0.10,9.84,-0.018,-0.011,0.024,12.452,28.00,100255.4,27.42,89.1,DISTANCE
40870,-0.14,-0.00,9.99,-0.023,0.011,0.011,12.452,28.00,100255.3,27.42,89.1,DISTANCE
40880,0.08,0.00,9.94,-0.007,0.011,0.020,12.452,28.00,100255.2,27.42,89.2,DISTANCE
40890,0.16,0.14,9.97,-0.023,-0.010,0.031,12.452,28.00,100255.1,27.42,89.2,DISTANCE
40900,0.25,0.20,9.83,0.002,0.016,0.014,12.452,28.00,100255.0,27.42,89.2,DISTANCE
40910,0.23,0.13,9.98,-0.014,-0.010,0.012,12.452,28.00,100254.8,27.42,89.2,DISTANCE
40920,0.11,0.02,9.74,0.005,0.005,0.024,12.452,28.00,100254.7,27.42,89.2,DISTANCE
40930,0.22,-0.11,9.87,-0.019,-0.007,0.020,12.452,28.00,100254.6,27.42,89.2,DISTANCE
40940,-0.13,-0.11,9.71,0.021,-0.008,0.021,12.452,28.00,100254.5,27.42,89.2,DISTANCE
40950,-0.14,-0.22,9.84,0.019,-0.022,0.012,12.452,28.00,100254.4,27.42,89.2,DISTANCE
40960,0.16,0.13,9.80,-0.003,-0.020,0.022,12.452,28.00,100254.3,27.42,89.2,DISTANCE
40970,-0.27,0.02,9.79,0.019,0.000,0.024,12.452,28.00,100254.2,27.42,89.2,DISTANCE
40980,-0.23,-0.20,9.93,-0.011,0.021,0.016,12.452,28.00,100254.1,27.42,89.2,DISTANCE
40990,0.11,0.02,9.76,-0.003,-0.004,0.022,12.452,28.00,100254.0,27.42,89.3,DISTANCE
41000,0.01,0.23,9.92,-0.007,0.013,0.027,12.452,28.00,100253.9,27.42,89.3,DISTANCE
41010,-0.16,-0.10,9.99,0.006,0.006,0.024,12.452,28.00,100253.8,27.42,89.3,DISTANCE
